FIPS Code,state/area,year,Civilian non-institutional population,CLF-Total,CLF-Pecent of population,Employment-Total,Employment-Percent of population,Unemployment-Total,Unemployment-Rate
38,North Dakota,2001,"486,168   ","344,490   ",70.9   ,"334,744   ",68.9   ,"9,746   ",2.8   
39,Ohio,2001,"8,665,800   ","5,823,835   ",67.2   ,"5,566,400   ",64.2   ,"257,435   ",4.4   
40,Oklahoma,2001,"2,598,157   ","1,676,009   ",64.5   ,"1,615,028   ",62.2   ,"60,981   ",3.6   
41,Oregon,2001,"2,678,805   ","1,817,153   ",67.8   ,"1,701,488   ",63.5   ,"115,665   ",6.4   
42,Pennsylvania,2001,"9,525,114   ","6,188,792   ",65.0   ,"5,890,513   ",61.8   ,"298,279   ",4.8   
44,Rhode Island,2001,"819,147   ","541,618   ",66.1   ,"517,273   ",63.1   ,"24,345   ",4.5   
45,South Carolina,2001,"3,068,817   ","1,943,755   ",63.3   ,"1,843,373   ",60.1   ,"100,382   ",5.2   
46,South Dakota,2001,"565,553   ","412,497   ",72.9   ,"400,076   ",70.7   ,"12,421   ",3.0   
47,Tennessee,2001,"4,402,500   ","2,858,050   ",64.9   ,"2,726,557   ",61.9   ,"131,493   ",4.6   
48,Texas,2001,"15,514,045   ","10,553,723   ",68.0   ,"10,028,833   ",64.6   ,"524,890   ",5.0   
49,Utah,2001,"1,615,330   ","1,158,375   ",71.7   ,"1,107,610   ",68.6   ,"50,765   ",4.4   
50,Vermont,2001,"478,387   ","337,871   ",70.6   ,"326,959   ",68.3   ,"10,912   ",3.2   
51,Virginia,2001,"5,388,623   ","3,687,503   ",68.4   ,"3,570,211   ",66.3   ,"117,292   ",3.2   
53,Washington,2001,"4,534,090   ","3,059,553   ",67.5   ,"2,874,097   ",63.4   ,"185,456   ",6.1   
54,West Virginia,2001,"1,429,858   ","796,925   ",55.7   ,"754,859   ",52.8   ,"42,066   ",5.3   
55,Wisconsin,2001,"4,126,916   ","3,015,663   ",73.1   ,"2,882,461   ",69.8   ,"133,202   ",4.4   
56,Wyoming,2001,"376,270   ","269,510   ",71.6   ,"259,051   ",68.8   ,"10,459   ",3.9   
01,Alabama,2002,"3,415,719   ","2,121,061   ",62.1   ,"1,996,406   ",58.4   ,"124,655   ",5.9   
02,Alaska,2002,"452,159   ","327,282   ",72.4   ,"303,826   ",67.2   ,"23,456   ",7.2   
04,Arizona,2002,"4,033,058   ","2,665,805   ",66.1   ,"2,501,267   ",62.0   ,"164,538   ",6.2   
05,Arkansas,2002,"2,055,929   ","1,278,950   ",62.2   ,"1,210,946   ",58.9   ,"68,004   ",5.3   
06,California,2002,"25,945,800   ","17,295,533   ",66.7   ,"16,128,261   ",62.2   ,"1,167,272   ",6.7   
037,Los Angeles County,2002,"7,237,170   ","4,759,915   ",65.8   ,"4,434,498   ",61.3   ,"325,417   ",6.8   
08,Colorado,2002,"3,398,669   ","2,442,678   ",71.9   ,"2,303,248   ",67.8   ,"139,430   ",5.7   
09,Connecticut,2002,"2,640,614   ","1,781,083   ",67.4   ,"1,703,536   ",64.5   ,"77,547   ",4.4   
10,Delaware,2002,"615,026   ","417,578   ",67.9   ,"400,518   ",65.1   ,"17,060   ",4.1   
11,District of Columbia,2002,"463,451   ","308,513   ",66.6   ,"288,115   ",62.2   ,"20,398   ",6.6   
12,Florida,2002,"13,043,870   ","8,151,207   ",62.5   ,"7,691,839   ",59.0   ,"459,368   ",5.6   
13,Georgia,2002,"6,330,850   ","4,308,736   ",68.1   ,"4,093,750   ",64.7   ,"214,986   ",5.0   
15,Hawaii,2002,"925,387   ","609,540   ",65.9   ,"584,865   ",63.2   ,"24,675   ",4.0   
16,Idaho,2002,"988,768   ","686,073   ",69.4   ,"647,201   ",65.5   ,"38,872   ",5.7   
17,Illinois,2002,"9,456,435   ","6,339,976   ",67.0   ,"5,924,794   ",62.7   ,"415,182   ",6.5   
18,Indiana,2002,"4,663,589   ","3,165,599   ",67.9   ,"3,003,690   ",64.4   ,"161,909   ",5.1   
19,Iowa,2002,"2,249,438   ","1,631,982   ",72.6   ,"1,566,561   ",69.6   ,"65,421   ",4.0   
20,Kansas,2002,"2,029,447   ","1,421,930   ",70.1   ,"1,349,079   ",66.5   ,"72,851   ",5.1   
21,Kentucky,2002,"3,127,660   ","1,942,848   ",62.1   ,"1,830,741   ",58.5   ,"112,107   ",5.8   
22,Louisiana,2002,"3,314,247   ","2,017,704   ",60.9   ,"1,897,469   ",57.3   ,"120,235   ",6.0   
23,Maine,2002,"1,017,595   ","679,467   ",66.8   ,"649,451   ",63.8   ,"30,016   ",4.4   
24,Maryland,2002,"4,118,423   ","2,871,644   ",69.7   ,"2,742,805   ",66.6   ,"128,839   ",4.5   
25,Massachusetts,2002,"4,995,795   ","3,432,490   ",68.7   ,"3,252,509   ",65.1   ,"179,981   ",5.2   
26,Michigan,2002,"7,608,683   ","5,020,069   ",66.0   ,"4,709,729   ",61.9   ,"310,340   ",6.2   
27,Minnesota,2002,"3,823,431   ","2,872,289   ",75.1   ,"2,745,712   ",71.8   ,"126,577   ",4.4   
28,Mississippi,2002,"2,116,250   ","1,291,917   ",61.0   ,"1,209,132   ",57.1   ,"82,785   ",6.4   
29,Missouri,2002,"4,307,062   ","2,976,889   ",69.1   ,"2,818,374   ",65.4   ,"158,515   ",5.3   
30,Montana,2002,"701,245   ","466,726   ",66.6   ,"445,360   ",63.5   ,"21,366   ",4.6   
31,Nebraska,2002,"1,302,164   ","955,349   ",73.4   ,"920,300   ",70.7   ,"35,049   ",3.7   
32,Nevada,2002,"1,645,533   ","1,139,930   ",69.3   ,"1,075,809   ",65.4   ,"64,121   ",5.6   
33,New Hampshire,2002,"978,322   ","698,520   ",71.4   ,"667,244   ",68.2   ,"31,276   ",4.5   
34,New Jersey,2002,"6,549,692   ","4,354,232   ",66.5   ,"4,102,634   ",62.6   ,"251,598   ",5.8   
35,New Mexico,2002,"1,379,205   ","871,552   ",63.2   ,"823,771   ",59.7   ,"47,781   ",5.5   
36,New York,2002,"14,719,588   ","9,289,154   ",63.1   ,"8,712,544   ",59.2   ,"576,610   ",6.2   
51000,New York city,2002,"6,262,828   ","3,712,030   ",59.3   ,"3,413,882   ",54.5   ,"298,148   ",8.0   
37,North Carolina,2002,"6,308,198   ","4,204,099   ",66.6   ,"3,929,243   ",62.3   ,"274,856   ",6.5   
38,North Dakota,2002,"487,813   ","345,687   ",70.9   ,"333,993   ",68.5   ,"11,694   ",3.4   
39,Ohio,2002,"8,706,945   ","5,830,502   ",67.0   ,"5,491,474   ",63.1   ,"339,028   ",5.8   
40,Oklahoma,2002,"2,619,640   ","1,690,915   ",64.5   ,"1,612,941   ",61.6   ,"77,974   ",4.6   
41,Oregon,2002,"2,718,916   ","1,833,663   ",67.4   ,"1,696,726   ",62.4   ,"136,937   ",7.5   
42,Pennsylvania,2002,"9,576,042   ","6,228,440   ",65.0   ,"5,882,632   ",61.4   ,"345,808   ",5.6   
44,Rhode Island,2002,"827,089   ","549,180   ",66.4   ,"521,396   ",63.0   ,"27,784   ",5.1   
45,South Carolina,2002,"3,107,288   ","1,952,296   ",62.8   ,"1,833,649   ",59.0   ,"118,647   ",6.1   
